Division,Country,Plant,Source,Packaging,Format,Brand,Product,Test Type,Test,Prod Date,Test Method,Min Spec,Max Spec,Result,Unit Of Measure,Acceptable,Lab Id,Coa Number
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,14-Feb-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,351363276,37755794-2
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,23-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349805282,37557584-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,19-Dec-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350323411,37623076-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,22-Jan-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350908556,37697117-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,19-Dec-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350323398,37623076-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,23-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349805206,37557584-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,19-Dec-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350323406,37623076-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,2-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349379282,37501386-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,23-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349805384,37557584-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,23-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349805468,37557584-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,14-Feb-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,351363467,37755794-2
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,16-Jan-15,MFHPB 24,-,-,Negative,P-25G,Yes,350769287,37681437-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,23-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349805354,37557584-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,2-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349379302,37501386-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,2-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349379588,37501386-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,25-Dec-14,MFHPB 24,-,-,Negative,P-25G,Yes,350443409,37636983-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,19-Dec-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350323155,37623076-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,2-Feb-15,MFHPB 24,-,-,Negative,P-25G,Yes,351080157,37725870-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,22-Jan-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350908455,37697117-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,2-Feb-15,MFHPB 24,-,-,Negative,P-25G,Yes,351080152,37725870-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,23-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349805081,37557584-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,14-Feb-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,351362917,37755794-2
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,2-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349379487,37501386-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,8-Nov-14,MFHPB 24,-,-,Negative,P-25G,Yes,349484308,37516472-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,2-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349379450,37501386-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,23-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349805614,37557584-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,2-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349379597,37501386-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,19-Dec-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350323359,37623076-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,14-Feb-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,351362971,37755794-2
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,9-Nov-14,MFHPB 24,-,-,Negative,P-25G,Yes,349480610,37519647-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,19-Dec-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350323180,37623076-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,2-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349379665,37501386-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,22-Jan-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350908724,37697117-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,22-Jan-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350908303,37697117-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,2-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349379275,37501386-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,22-Jan-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350908631,37697117-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,19-Dec-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350323167,37623076-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,19-Dec-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350323562,37623076-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,14-Feb-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,351363520,37755794-2
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,23-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349805535,37557584-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,23-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349805030,37557584-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,23-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349805365,37557584-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,14-Feb-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,351363407,37755794-2
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,14-Feb-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,351362882,37755794-2
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,2-Feb-15,MFHPB 24,-,-,Negative,P-25G,Yes,351080173,37725870-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,14-Feb-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,351363393,37755794-2
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,22-Jan-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350908704,37697117-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,2-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349379323,37501386-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,17-Dec-14,MFHPB 24,-,-,Negative,P-25G,Yes,350206616,37617189-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,19-Dec-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350323608,37623076-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,22-Jan-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350908506,37697117-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,19-Dec-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350323274,37623076-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,22-Jan-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350908136,37697117-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,25-Dec-14,MFHPB 24,-,-,Negative,P-25G,Yes,350443402,37636983-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,25-Dec-14,MFHPB 24,-,-,Negative,P-25G,Yes,350443425,37636983-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,14-Feb-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,351363316,37755794-2
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,2-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349379649,37501386-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,2-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349379352,37501386-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,19-Dec-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350323421,37623076-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,24-Jan-15,MFHPB 24,-,-,Negative,P-25G,Yes,350908903,37703380-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,19-Dec-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350323385,37623076-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,19-Dec-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350323142,37623076-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,23-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349805594,37557584-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,24-Oct-14,MFHPB 24,-,-,Negative,P-25G,Yes,349145560,37478421-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,23-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349805243,37557584-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,14-Feb-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,351363418,37755794-2
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,25-Dec-14,MFHPB 24,-,-,Negative,P-25G,Yes,350443375,37636983-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,22-Jan-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350908032,37697117-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,19-Dec-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350323377,37623076-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,23-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349805507,37557584-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,22-Jan-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,350908532,37697117-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,14-Feb-15,MFHPB 24,-,-,Negative,PER-SWAB,Yes,351363193,37755794-2
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,15-Apr-15,MFHPB 24,-,-,Negative,P-25G,Yes,352560311,37917042-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,2-Nov-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,349379568,37501386-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Carbofuran,11-Oct-14,EN15662/CFIA PMR-001,-,1.7,0.3,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,12-Sep-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,348330565,37366026-1
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,25-Jul-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,347375365,37241600-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,21-Aug-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,347896478,37310365-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,25-Jul-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,347375443,37241600-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,25-Jul-14,MFHPB 24,-,-,Negative,PER-SWAB,Yes,347375269,37241600-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,31-Aug-14,MFHPB 24,-,-,Negative,P-25G,Yes,348011873,37337449-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Salmonella,3-Sep-14,MFHPB 24,-,-,Negative,P-25G,Yes,348113486,37343491-0
